name,status,variables,binaries,integers,continuous,constraints,instance_digest,manifest_digest,detail
control20-5-10-5,published,1310,100,0,1210,2430,sha256:34577e64ef30ff68fb3c1d5e2d70c9c57680d4e4e06f8170a6aebe5d500e9b72,sha256:38a2ff56a72593dfbb2da167e550e27826b9fc31d209354a8a4d4afea72fc41e,
control30-3-2-3,published,332,90,0,242,512,sha256:6c8c50cba2a6ea4b0d3781412750c214f44511671ba89ff4a49e306376e5c007,sha256:e7e3a0e91f17bc2a3106b9ca7bffb1c9e1bd4dc1ee31ccfaca765102bbf5da1e,
control30-5-10-4,published,1960,150,0,1810,3640,sha256:e55f6759ea8c7fbaae64a95b93e2c970719a9ae50f0cce168f241419acf0353d,sha256:6352abe46ffdc30433fdf51ebf07447d896a30a98f81942dbc4af5f6d3bddf20,
core2536-691,published,15293,15284,0,9,2539,sha256:e4d3a27e1a3363c104942256e44b8ec044709d5c7cc380fbc15db4c8c23eddcf,sha256:4b5ffa71baa6296c486e2810574181e5c4d6e37fecd7e6f1809e93ea9d13c704,
core2586-950,published,13226,13215,0,11,2589,sha256:638a2b0865cf98180cf7e52fc4e04038f5cb420ac6ed6356784e509afc949a45,sha256:8e1acc3227797e793fa6ca5b9fa26ae983057e59f51cbd08961289bd4c14283f,
core4284-1064,published,21714,21705,0,9,4287,sha256:7d1b6633fab0eab039d7b7bad28dc6a83a695e1acc1f98aa5e937b7bb2598128,sha256:f6394fd17e1847087c4da8be10ea1d2eff6ccb8bb57b3f130258956478b4c270,
core4872-1529,published,24656,24645,0,11,4875,sha256:697cb70c6d0cedbc1dc58833f1a28cd427f75f782fb5e33b292501bd2a133c5c,sha256:41a50f04b0bccdd7a5e07fea55328c63f1cf88fabacf9959220f072386a67fa6,
cost266-UUE,published,4161,171,0,3990,1446,sha256:9c5c15c0ef1079a4da54913332a6486947ed085a31589760dcfb0d9a46c902c2,sha256:1196a8e7884f3322657edaec1370eca2caa070a4056d390e84b0de17fe84b9de,
cryptanalysiskb128n5obj14,published,48950,47830,1120,0,98021,sha256:59f194ab127e51cdbc2ab5407058c854517db7f8c09fce8b16e400dd8109bf16,sha256:bf2162b953207c0fa0e1570359fc156127f3212652b72ef1d43566f88f5a102c,
cryptanalysiskb128n5obj16,published,48950,47830,1120,0,98021,sha256:9fa1bfeb83a7eafd07e297f532314e250b889cac49e95752f0111fe7ac4601b5,sha256:1173855452e324c83c6d06b0fbb35ee040f3c490516250f9d1b4bd5a39319190,
csched007,published,1758,1457,0,301,351,sha256:53a7bcccf12ff9a9387e821aad85fee87486dd5240449af1d547d9c0efe0a819,sha256:077c31d53bcca492ac8449e9bd39ebe985f676e9cdf248cea0004ad29e09d63e,
csched008,published,1536,1284,0,252,351,sha256:be814ead085d4c363224cfd64114792a2f3895e4cb08518b56d9adcbc44fc577,sha256:8339db1a4176c9817325dbda346386b1f598b465ee5051405035587c5dbb5e8c,
csched010,published,1758,1457,0,301,351,sha256:94e322af8887c905d422fd496046d0aabff643475fe3cba4ba2fcfa8ceb2da7f,sha256:1350bc1ff2b77fecb4c697a062a982b2dd6f76605993f8b082a9eecd45c6c5d7,
cvrpa-n64k9vrpi,failed,,,,,,,,Invalid header line: INDICATORS
cvrpb-n45k5vrpi,failed,,,,,,,,Invalid header line: INDICATORS
cvrpp-n16k8vrpi,failed,,,,,,,,Invalid header line: INDICATORS
cvrpsimple2i,failed,,,,,,,,Invalid header line: INDICATORS
cvs08r139-94,published,1864,1864,0,0,2398,sha256:0213c4b0c70448fa7206880ef288d5fa4a30de327bfe8caceb0591ce2e2bb3a0,sha256:597c6473de03a0f84dde27f56d407acba7e3ed6f9367ea94772543dba946936b,
cvs16r106-72,published,2848,2848,0,0,3608,sha256:8ffd1bd6bc3a517a4a787626cc16a0c15bda6cf7a7cdb950ebd4dcb0ef192ed7,sha256:5b00c60e153ab983a2f75ccae15cf2226eeb42f1f6294201473957e4630e97cf,
cvs16r128-89,published,3472,3472,0,0,4633,sha256:59e9298103b744f4136831dc33aca4849280e08edbd33d97ee1a11e3f0de7588,sha256:a96cb9047530db8d5d9b31ee97afac590400b67cbe5a700ed98a2942e87efd20,
cvs16r70-62,published,2112,2112,0,0,3278,sha256:57aeef03b5d1584a1b8cf204be097edae2de7380b3c18442c08dd4cc69a1b73b,sha256:c569e7f946f055ac5be6481d43020a535681dd718277263969d4e7cb1996ee7f,
cvs16r89-60,published,2384,2384,0,0,3068,sha256:158a6197e5b8a04b3e5bbc21b46611290beeee9ec47836c1eca03c0b9624fe30,sha256:f39e0ae4e0c9b7378a5d988156710f04c84e326084516b9d6e062c14e9b63d36,
d20200,published,4000,4000,0,0,1502,sha256:7c0490cc23ae384ccb3b7c7ef7a06bdfc3747a37236bdfd010e7b50ff3f1f428,sha256:930d04a182be33862b87adf25e50af5abc7ef4ceb765ac2cf0ad8a4a57584efa,
dale-cta,published,37951,4923,0,33028,20097,sha256:196ebc3c56768c78882819f35577d41ce5d646cd457809a36861bd8885740ca4,sha256:39be7d9a3ea6cf94422fd51ad66d233125d9b71f2f0a6adc7eba86389c98efb8,
dano3_3,published,13873,69,0,13804,3202,sha256:7c80a0ca5484b8fdab869b6797ebaf1bb8ae79c93f50986feb0f5674b0e839c3,sha256:e3e62d54ec50c71462c04fbc1c62b554796faef9af7e2ab88562db3d8d0200f8,
dano3_5,published,13873,115,0,13758,3202,sha256:88c117f203124b8cd06555c7e9bf072bd411e338e8bf3a2048070e6011dc5d59,sha256:d64bf32ac0d1d9837805a8662e75a24197050f0370847937c7d70ae7d47ad488,
dano3mip,published,13873,552,0,13321,3202,sha256:cd5b174d3dff71c7646ee32b20e8eeb4793056c35a5d0973b952ccac485dd5fd,sha256:94ef3091790be2c717b575718dbc9974266ea99b3a4d763d9fbc2564b402ef5a,
danoint,published,521,56,0,465,664,sha256:018f156a3396efacd0035edb9a9cc2699f8a2e3caab8b5e258f2cb5276893edd,sha256:c16069b50af50887e679dced8bc24181bcca6fd3d7515cf6b7000a64951f47d9,
datt256,published,262144,262144,0,0,11077,sha256:a3426f12e6c1e41772850cac4f3084e69aa965c6c06afc5f147957696392b0e4,sha256:2c7deb8be603ee4d8c8296a807de10aaee6693ea28d11cc5c78b3696e557c821,
dc1c,published,10039,8380,0,1659,1649,sha256:eb0725f7086852ac7d4fbf036bc8d28962c6af4b905ba12081f9e91e8ba18cdf,sha256:d1ac81402e7236297c6a149c092abb13148373c165a51c64df7686c38c5bc529,
dc1l,published,37297,35638,0,1659,1653,sha256:a73120dcd18689ef3527470914569517061bde5eda549a5d4af15fd904236b87,sha256:decbda21098adaaeeba5e3e0ab0031dec7f864784ecbd9bdc50973729eae0033,
dcmulti,published,548,75,0,473,290,sha256:372d23f64734e75d41480607947988f61aa85f7ffd61e34b8947e06ee368c839,sha256:b5ed59d777d5454e6cb65ac14906877e266c25adf4f39c1dd7466d9edd696692,
decomp1,published,10735,10735,0,0,8357,sha256:c2ab42edd192f4b0dfa02d0c4ddb7a1df15202d3d12691569acf901646ec6642,sha256:e8abfe3234cf3fdde7df3e24ed2fbfdda0150bde5522ad59f992b7addaf6d2bb,
decomp2,published,14387,14387,0,0,10765,sha256:282959147ad931bb68cc55a2f5953cdca57ffd61891f3ed270d01587ed40bef6,sha256:968ff84b401dfdf4c17c82054cf0107f85b75397d87ca8823dc0352e7490a7bf,
dell,published,626,105,0,521,500,sha256:39b5431c72c108d7074499e125e3ae115a14012941c6d65f100d54846906e9cf,sha256:9cf5eea8d2c95f598598eb311020f49b7420aa76c3306229cfac5f98752e7990,
dfn-bwin-DBE,published,3285,2475,0,810,235,sha256:0615630932f7d9e96c2b884da10e45c253a5f2a95adfc0692f39102c4809f622,sha256:c754f333e82710b089b2ed24dc5c6757f3852bed5bdc3db01b1b2d346bc0979b,
dg012142,published,2080,640,0,1440,6310,sha256:41321ec7a749a4ff025cb2985345dea7fb3ffebdccd20397febb7bc94e726b14,sha256:d511e4e60a4136f0abfccf0e1506031700a9fe916873d0802e19582c9480b915,
diameterc-mstc-v20a190d5i,failed,,,,,,,,Invalid header line: LAZYCONS
diameterc-msts-v40a100d5i,failed,,,,,,,,Invalid header line: LAZYCONS
disctom,published,10000,10000,0,0,399,sha256:61945835694a2712bdd861a5d6fdec90a081b884c758b4f7aabd853c81036004,sha256:90683b6d0ce92e282d48c9049b0e607f95686f120b613111bb00e50f9f33be99,
dlr1,published,9142907,0,124217,9018690,1735470,sha256:2085ea2e434dff6f0f50221789478394143522d684f26b95093d05c16a6128ad,sha256:a80436b308e64c9fdb55e658649638e20a80d2a2477279cea2f6fb0f5bfdc54b,
dlr2,published,38868107,0,532697,38335410,7132926,sha256:26c3a080001e5fd4efa8c088df4d66e69ab31f1a769373c945ec76a53a79b21a,sha256:1b6d8bcf4080665c045dc6855bb77bc6fef325b7b56480a1ca9b854f6b4f27e1,
dolom1,published,11612,9720,0,1892,1803,sha256:59ad70f0091abe724a75a511a0678527f7bb157b3c3a4dec927c56bc656706ab,sha256:1a25115d36aea3f7f0b08d01dba07c6dac9b49c458f4d79e15741fbc88b2a461,
drayage-100-12,published,11090,11025,0,65,4630,sha256:b7949acc9b404cfdaa4ae2f61c82f86743b2ce742e81bfa8ca7baffbe39eaaaa,sha256:cae84b77283d1983d77703ff268e12ce62ee373e4a3e0a30a63a13d54a8eae53,
drayage-100-23,published,11090,11025,0,65,4630,sha256:d87bc4245355c40b695f0b8384050ba535602d5b10916394fe6fcfa784b96f87,sha256:9b583d4404708c8f2b95286c2b7874d3620739d2a238f834ef48f07dfabf7fed,
drayage-25-23,published,11090,11025,0,65,4630,sha256:f626a00ccbcec224abed02aabae8e74cf86a91f0abcb26a63ad05359cdebe189,sha256:9332ad5d69e3d399e95e54c6c60805439d2f724549f49b8dc0ffca20523c2be2,
drayage-25-27,published,11090,11025,0,65,4630,sha256:46e8688994a990894370c78c01eb6aac442d1e67f635f12a175e2c9c23600aef,sha256:42dea85b1535e02631ee5dc9f8e63e97d90c8c795e3a0e4efa3ec9a085aea4a5,
drayage-25-32,published,11090,11025,0,65,4630,sha256:1c4215b3c00d8c58b81616803ec98ff149267fee24283d386910aa078ef49acd,sha256:30b1966ad2e86bf1a16fb78f0eaadaa81253fb8407899ed37bcf1ebb2c1e4a0e,
ds,published,67732,67732,0,0,656,sha256:ec711676b807064f082f4736eab64fe5ea942cadc097eba801293df154d26db2,sha256:9ba7fc77b97d290cc92466439a3cdab0e39236fd35e5b1b6de046bcceb574620,
ds-big,published,174997,174997,0,0,1042,sha256:19b25ffed56faa8aab377fcc2529948d18bf8f7d94db37e99cfede8869803d5c,sha256:fde8e3d6e914ac49fc2c03ffa98607dc9ad17c7c82b71d1d8e9daea8be7e6fb7,
dsbmip,failed,,,,,,,,"Multiple objective names found. This means the MPS file is for a multi-objective problem, which is not supported."
dws008-01,published,11096,6608,0,4488,6064,sha256:b4b56fd4660646d2e72466ad1b7da55fa7c7ffbc7fe29adb2402601f906b05d6,sha256:245ba4d4cf6d8a066144dffe7866dc54bb73d515ba93ea5d151dd56210a58e07,
dws008-03,published,32280,18928,0,13352,16344,sha256:b43777f55bec0061dbb295aca0fd171b248383bb54d135ea1142a0280ddac7ec,sha256:860d81e337471eea4a489a0f3ba80a6c41202d9f7a5a960dde6275295dd132c6,
dws012-01,published,26148,15576,0,10572,14280,sha256:98f3879be0828b14e3a37e87c32f37db89e5f99d23803523121567a57ef70445,sha256:ca2e02b022957ad12043ab682d5dafbda48f1e93c84479389026925df5187634,
dws012-02,published,51108,30096,0,21012,26382,sha256:ec71155f1de97b713eca13a980f937bbfdbe2c7f3a60bc983a385419118ac3f5,sha256:e6120b27356ae2d62cdbf259422f40078b0993fb192bcc4743b442e46caa18a9,
dws012-03,published,76068,44616,0,31452,38484,sha256:52944a56964f290dd23dbdb1ee431e46a8e54ebf6b7820e46e3437af898338f1,sha256:aeffd2715a3476f59febd701da831008fa9893366dab6d1d39457f532085e063,
eil33-2,published,4516,4516,0,0,32,sha256:a17b6c685791990aa535b44c10ba7f5307eef6450835867fb130c712584df344,sha256:7aa5ab25112fc2ce9c937db6d7be9d9eef53ed5e627f80818939aa317377e961,
eilA101-2,published,65832,65832,0,0,100,sha256:fda6cd81eecd1cc55b2218f48a5a213d03dca5b54c09f34a6325aef7e58c6037,sha256:cb6c292dd7bf40ad6cb38467f0a337396b6d107413f9adeadda1a48e4a7eff05,
eilC76-2,published,28599,28599,0,0,75,sha256:e76d0acf1f96fe09fdeb037db3b96cda2d2e327e1c95845cd65877d541207bda,sha256:8357c5557ffe09ff34f0ff829cc21b4ae39b4dff104239849899d725a0b5da07,
ej,published,3,0,3,0,1,sha256:bb90c9e7425cbf247e04365ecb29ff18a5ae7141543a6b5eca0666538144218b,sha256:23a045a659581f96323e4c9f0619f97d6f4030af05eb761c8e1b601acc52e9d0,
elitserienhandball11i,failed,,,,,,,,Invalid header line: INDICATORS
elitserienhandball13i,failed,,,,,,,,Invalid header line: INDICATORS
elitserienhandball14i,failed,,,,,,,,Invalid header line: INDICATORS
elitserienhandball3i,failed,,,,,,,,Invalid header line: INDICATORS
enlight11,published,242,121,121,0,121,sha256:0f84b9d2e2bd37c59950090de7485f70dcf9a1bb1ebd05078488aaa0417501a0,sha256:0f5a887570fe2c4d7399c808832c9f2ce35c0fce132a995ef23fe824f767df5a,
enlight4,published,32,16,16,0,16,sha256:7844072e7f71f164f91e428194022cf0aca2c605e80117f36605d53cff5a4fc0,sha256:7790c925a4e8af5aeb8941bda590ce10572f86ae865965cc482c03c049fbbcb5,
enlight8,published,128,64,64,0,64,sha256:8ed174672285279481edf75c48ea6a47e737238a5187e6969e6d63d9b1425a1c,sha256:6cf220d9215dbbb1d3b23c8d5b8c4092c6a82044fd3ae4b491fed1be119c5e9b,
enlight9,published,162,81,81,0,81,sha256:44a8133876c2cf937ef8cdf9491e78e50daa9e77076f7c1a9c10ae2ce28d4064,sha256:d6d32b6f3d9bd8dc1a1f405d5e088a9d5011f9470a8fa1f8e33f8e304af2b2a7,
enlight_hard,published,200,100,100,0,100,sha256:815c76e21781473d16985289e18f3ebbc8f8e8628fcbe75fe036c10b4d397b73,sha256:48b120a668dc830594358198ad6e88f3eeca3f201c11be1fac9567ecf9887b40,
eva1aprime5x5opt,published,1712,400,0,1312,11929,sha256:c7bc0e8fcb71aad860b20d6dd461acf4ed7a2f1e404af41853b309f2bf4395c6,sha256:d107a52fc3414fc75a52c6838041fbcc8d29951b1bb2b5639a17097665fac43f,
eva1aprime6x6opt,published,3514,836,0,2678,34872,sha256:bb6e11d76583c6a7d44e1de3f9d091599424a5a36835fce8b71e7cee910601ce,sha256:7985e65cf09f045d2b8be6119598f4f6f33f5e5826d245fcb279cfc490efcb1c,
ex10,published,17680,17680,0,0,69608,sha256:6b1fa0419dcd3156c806e831f5f777eba1731105c478a21860184037c939afbe,sha256:3ea0720fa8604ddaa0d70ee1787db859f9392b0590b95317198aa7713693cc85,
ex1010-pi,published,25200,25200,0,0,1468,sha256:e302270ef18ce59bedc78a40e3e34b160eced380a5b6965968e9df46b86c8271,sha256:e4bdba0fa75187455949e42f5c5220a692a1dcda961b81a4095c553f23ce632b,
ex9,published,10404,10404,0,0,40962,sha256:bed98db9ca7e419e7283a3a9f6a3f65c8c14de597dfdbac131c6360d7431ca70,sha256:2694b39d65b89c3953b20c5e0dceee9182381cdea6a1ab507956ab019c484607,
exp-1-500-5-5,published,990,250,0,740,550,sha256:dbf915cafbd805b77b546c46eadc2881eecb9d630a27c4cc6d7a4051951b72f9,sha256:c14b5c3e41a186ffae545d584fee956286a8b0ff9ea06f84c216f36b62d8becf,
f2000,published,4000,4000,0,0,10500,sha256:410dfdd0db55068c09ba0576490abfa715af001229af2c6f08faa35f271b80f7,sha256:bf795286ea322f1fcf01e0c89326a395c7b772e2f50fccab110c133e855bdc0a,
f2gap201600,published,1600,1600,0,0,20,sha256:3b5f4ae0ac03240e0900b6855bc38642723d60ef0e7abc4394afcf95a3a893c9,sha256:2e2f922e4981cb98916dc6da80272c3f13ebf5a360e6fbb3c84b2101d42fb730,
f2gap401600,published,1600,1600,0,0,40,sha256:c47a07d9ed3137b9689750dd3bcee5559781e67510aef099cd258f58913e9d46,sha256:df4485f6f94194f47b2f4f02c8775f9e6850dfbd8cb508db1cba65328d0b3d0e,
f2gap40400,published,400,400,0,0,40,sha256:2d79ab73428a20b67ca9023c4642a54444cabd642efa45fc8110c204891053a0,sha256:69dda25b33ce605b74997dc0b9f92babe9b359d6ab52787a4502e5731507d650,
f2gap801600,published,1600,1600,0,0,80,sha256:e1b9926efb7fb214fb27342c5cc568ac9c812123a8fe38629ffe8c55c3062495,sha256:86ab5c80b0c94abc063737804ab34e2e1950ec58d2535143cd4411ed0ef91189,
fast0507,published,63009,63009,0,0,507,sha256:ba9ad6540a5315cd3f689b522876f6706a606768062d55ef76d4826f6759cef8,sha256:7ef3df70e9767292652f6b9a1b595f361a10874c74a9b440b09f0d314a0c1c6e,
fastxgemm-n2r6s0t2,published,784,48,0,736,5998,sha256:2d65ddff3ae40f2335d62c63d7f09759e2af7f52972f4590aa9851cdb305b6fb,sha256:180d0d8033b5a2cad3ace2f73fc5496321df57eff41f0da2846c4117154da68d,
fastxgemm-n2r7s4t1,published,904,56,0,848,6972,sha256:b853b1cd5929881f687baf9c6f004ae79a2c6bfc276d1dbad0ce6db455807f4f,sha256:e0a4a9dc0c494b54edd064613ed851e9190592231cebd340e573aeb20ed9b255,
fastxgemm-n3r21s3t6,published,18684,378,0,18306,219368,sha256:47125ce32fc1ef2018e2296cc58a93b867475607eac85f5dfc57068b6213ae6b,sha256:916a35add8a72035dbb13536896c1a8428ea9dac29b3ec94d4e25d888827ca01,
fastxgemm-n3r22s4t6,published,19539,396,0,19143,229742,sha256:523e43c94f8a70ee3d994cd7b93235c756fafba077f4c42b08b5eeef2b99ea7a,sha256:71d20a8af858304a29f16d542bc841296c2d2a29c40e3e685aacd88025ed6ad8,
fastxgemm-n3r23s5t6,published,20394,414,0,19980,240116,sha256:17217fbfc32a81d79c81497894916cfc6ac7b8a0374fcf82190968dcce4bf70e,sha256:252d408226e3ef473b2bbba0104f0f105601dd87685a8d191d56cc4de1976eb7,
fhnw-binpack4-18,published,520,481,0,39,650,sha256:3777c1f50906044ba24832a7275eec077dd3867b175783fe5964794a9ecb8104,sha256:0efcefe1ca79c52ffd65bda7f90f974996a10762813b9ad49b2d8119076ac48e,
fhnw-binpack4-4,published,520,481,0,39,620,sha256:035457aa00d431fc011187ada775c87224b47cf04e76eacd5c1fafdf3babdc53,sha256:fd335fe5a5036514fe5cda0f3ed473183be5409f5e2f8d563b2b239fcdb60d19,
fhnw-binpack4-48,published,3710,3605,0,105,4480,sha256:caa5349430781996b9b37376977f96b8d2459014dcd1eef9c7ae877551a90e96,sha256:223d77698c877b05b6238edc75359c02c6ec6f089e6ba606ffee688e0fbb31eb,
fhnw-binpack4-58,published,7550,7400,0,150,9900,sha256:1987769b591671c999262d039a428e0e5bc9f1c32dd26a08637eec889e12402c,sha256:0fc49f2634b0c71d98369f1fcdc65c66dc442ea20b380d45bf33a63497f9e90c,
fhnw-binpack4-77,published,3924,3816,0,108,4922,sha256:73e280bb0719897a3b03e6f7788c9ad586574972d39cd5660e67e866269f2590,sha256:76523e51a8f5d8a928c792e311ec2fc04bd32ecca3a2e8d6367661e1491e750e,
fhnw-binschedule0,published,319319,316270,3048,1,58085,sha256:44e5624b6faab41b6c00952476a2ca043ef5d9a5c4e8c1ad7aaa57d6948ab2a9,sha256:0ea1ae5124bfbbd9673c9972cf72d9dbfba8b1a0ad79d3ce8bde81be0d26c512,
fhnw-binschedule1,published,1141653,1137008,4644,1,772872,sha256:ac0bc9f47e206d966b8c5c533f4151219a4b0ebc79f8565875769ca5f01353c0,sha256:097fa6a735b9aafdcca6ab2c22853c8354c696668ed377aaf89d2cdad92219b0,
fhnw-binschedule2,published,30973,30504,468,1,6503,sha256:9031cfb3a0ed7c727749290a7f486576b8daa3754807424f970df69b3254fd46,sha256:af3fdb011285b319de3e0348f9344df50f174f392dccda5ee2bdec92356bc0b0,
fhnw-schedule-paira100,published,5150,5050,0,100,10000,sha256:26e8de8189aa571e9566a274ea399faa9719bd76d85ceedc0c54399fce103a39,sha256:f99440010f7d294d619d4c39f30f7ccd6f50f1cb3d47de5ae5ea6aaead09c764,
fhnw-schedule-paira200,published,20300,20100,0,200,40000,sha256:9b3fa3ea606f1e09633d4f9031d784e7255f7abcff9a9302f7a99ef99915665b,sha256:88aa041730a769ac524f1cd4b233d40133b9ac642a1ebc774d767bc3843fcb33,
fhnw-schedule-paira400,published,80600,80200,0,400,160000,sha256:40e9db50af9755161d96a8e21b8b1d653401af0e0b8d55877a0670f4bf42fbea,sha256:d5bcfdd247c22e941b9f52ccafe87d4e0f7b967582e5e462524e4afa0bd71930,
fhnw-schedule-pairb200,published,40200,40000,0,200,99554,sha256:24f334e8adbff4e829ce7bf152bbeeb38795deb2927b05ef7aa542836723a661,sha256:c246da042b7e5d3ff48ae8c0860eaa50bd4b47409c481d9ee65fdd00932c68dc,
fhnw-schedule-pairb400,published,160400,160000,0,400,399096,sha256:34a1ab47033d13733f273bbc1547720c60f5fdcf46458c5f7fe80070513c07f3,sha256:14006e5a1052c3e2e9f316f281df4af0e825fda4c9844a996df718f91ece6efe,
fhnw-sq2,published,650,625,25,0,91,sha256:c755824616593b3b5cfa4f8f8e07b7300e90369b06207dae0797bf2473be703d,sha256:b39bc2269b31840051873ce8f9819c75c8a2616021fba98bc7130e9b3f4118ac,
fhnw-sq3,published,2450,2401,49,0,167,sha256:d2e6e153a5fb550b6f3133a761411e5c7700a3376cd754c08e92e5a896f46f73,sha256:7d49a5d8ba307677a099187b9b9ed12c5730668b642c446b591b6915a56c1de3,
fiball,published,34219,33960,258,1,3707,sha256:24cd5d187ab5edb3c3500427916e4085777981a9cb613127c82a6b4d8e38c7ac,sha256:4f9c7dfd6b81323146cb81eb50db98a3abe5482f8511f7d0855c76b329b576b0,
fiber,published,1298,1254,0,44,363,sha256:e3050f0b7728259aded3db54f88c1e8237f3d60b34b0e4b550ddfa6abbff6399,sha256:8e936b89e1e5475cb935682010cf2185617fbb5fa9b96ee1a545011a91a1dad1,
fillomino7x7-0i,failed,,,,,,,,Invalid header line: INDICATORS
fjspeasy01i,failed,,,,,,,,Invalid header line: INDICATORS
flugpl,published,18,0,11,7,18,sha256:dd9bcc696d91ffa233c96881dc346dc2b89c519186e7481372dcacc0b152a7e7,sha256:638fe8e0de128073a841079ae552aafe5798ab8e355c0915f1901e1e3da92932,
flugplinf,published,18,0,11,7,19,sha256:cdd34b9b2823f8c888941d03ce7841bfa6fc1ae679de9d8d6f96b4f4d1ff4955,sha256:4300069563c997f42477e49229f96e8c45632d0d88cd22c1a048f082eed5f943,
g200x740,published,1480,740,0,740,940,sha256:9cba02bcbf4b4bcb0d389db34dec9e0ea6eea1c21bd60d365081a44e9e98d3a8,sha256:128c1e75e8a07c88594de7d89875ad26ea06f0bce3ad7611d6443c95780d6009,
g503inf,published,48,24,0,24,41,sha256:cced01068e1804de6f71b93be25c10779c3d5034683e53dfbe568b62a9eac452,sha256:6aaa18a56d826acd675b925d316d6b7351f5e602925c9e67cf76292c870cad6e,
gasprod1-1,published,10920,4053,0,6867,27695,sha256:3d2cdd4eec4961b4328549872a0d4ca940c652709350db9399200b7d243a5c7f,sha256:e3aecd7c73bb0619a4f02e0d10a4e7b4e98a878944e56b61415e394d81d4af41,
gasprod1-2,published,10752,3716,0,7036,27169,sha256:fdc812099694d8e825137e26947477130c45a4d0d9cbe266c216720294a5cb49,sha256:1d490883318aacef4053cd38e1b62f2f318aee5afcfb8b0dc134e8ebbb2e792a,
gasprod1-3,published,10752,3717,0,7035,27169,sha256:3a5f9d914710bbebdbeef44d106069ebb718d1326f75baca3e7a712ea2274704,sha256:53dce7d62fbf5b99aaa9ca8ed89ab82361e22a44802695fbef70f86536c9517a,
gasprod2-1,published,29568,7389,0,22179,73448,sha256:3a7347ce329f0bfb5cc125fac30f0366ec83f13998b17cd4552839610c82d272,sha256:917efc1b9377cebc20902c95e9b8bef4ab1a1b28946669bcc94c10faa469239f,
gasprod2-2,published,29568,6826,0,22742,72728,sha256:228f1a5f19fe7bcdf53b9a73390050587dc1d68a101ed6309addb03e1d390967,sha256:29a275ec4b14da1e5c0f2ef203793d0557c96eb39a5ca93005da6a5d119b992e,
gen,published,870,144,6,720,780,sha256:949e38890af6b02acb17d0a5ca3798d4cf718d6c12aaf714ced9e5af270df208,sha256:9ba6275750e358777374c624e7c13f6a7153e5c2a4ee4fe01712f01e92589a48,
gen-ip002,published,41,0,41,0,24,sha256:11346f408896134d2920108bce920bde6ef446751e1355597f55ccd8f6f8e7f5,sha256:c8505078e05b9dc0b42ace6430305327abb2aabb93deaf0a67d55f1ffa2efb56,
gen-ip016,published,28,0,28,0,24,sha256:32d27ba507139d0b025f26622c64a5112e683171796574d7afe1a1d7518b80c8,sha256:531f41718dbf295ff31a5f244f768fd58286da4e6c61b50d6726237900ea5e0e,
gen-ip021,published,35,0,35,0,28,sha256:7be9da2eb566600dabbc114478a285fd220a3df4101a120ba05f9af0ebf21ea2,sha256:763526cdc419f9aba0d5526c5cbaf5a2b71c12bd1cd0d3041b1e956fabc03385,
gen-ip036,published,29,0,29,0,46,sha256:347db49a1c73988a0ec0b3fbf670e64ef82583ae07a254df42dab0d4fbe814df,sha256:b67275e0f18de6942103b440f3b607dacfd5b5baffa09c18ef8d0232dbfbde4f,
gen-ip054,published,30,0,30,0,27,sha256:07ef1a21cb3a1f15faf49b0f24edf95d7bcdbab6c1a2deccaeec274961e6d1c0,sha256:4c69a1c735716d21797ed011b48a9bdcb70f812cc894cb81db993a120987cea2,
genus-g31-8,published,3484,3482,1,1,32047,sha256:d3bc086af4f6f0f0eef8f00cee47e75086012536629867960bfb7a379099961f,sha256:c5cde760ae751ab00fd48f537f4a30dd08188e403affa5e22ee6628e63514593,
genus-g61-25,published,14380,14378,1,1,94735,sha256:eb0b4b030f967dff664f34b64b4858a7b1221eb74212bbe3a986079a7697e543,sha256:eaea7080243154cef1640a1dc8ff825f8af6c0c09b7ecbb0bcf1e86dd274f423,
genus-sym-g31-8,published,3484,3482,1,1,32073,sha256:19f5be694140ec367a6da5a2ddd18d6e13695eb55be6506df4ccad5152142520,sha256:c5bf3e0f2010c3be1fe8c17ebf9401ab94296092d0b304921ad4cf555eca2358,
genus-sym-g62-2,published,12912,12910,1,1,78472,sha256:7bf2600a391eedfa013863fd60137e23a958c8d1e972abe837008b9afc0ab39e,sha256:60392d5e64061ecba3ea7c251ac13a6e1346a7512c1b9c0e59b2867d4a07d0fb,
genus-sym-grafo5708-48,published,3379,3377,1,1,20538,sha256:e93afc636ac3d4f7fb7d2c1a6a3bc5b8d78466aff6e247c56047372948badb95,sha256:f9803354a41af4c0e979c18852d68656025d221c0e06737a1ccfb0fde583c30e,
ger50-17-ptp-pop-3t,published,4892,0,540,4352,545,sha256:ca2e4512c8a28034a73675e8836d6dd54d841288de3f501b9381bf8d1cae49de,sha256:13915ac6f9817efc2ca3885b1df46738e5126003ee644ce2da0901fa0ae71a15,
ger50-17-ptp-pop-6t,published,4892,0,540,4352,545,sha256:bfa4ce1b1b24e57bc18f8176876b452e71fbd5c32aa7ef9efef2c86e1ef04456,sha256:1e89cf9785e4f239085aa381f58e510eb6ab82f3f9044ee21864a8f2b9c80183,
ger50-17-trans-dfn-3t,published,22414,0,18062,4352,499,sha256:293ec74a3542742abc7fdb40d3f7d9e6b68320f071039a64c34f31db19cac7ec,sha256:3de5a55f04bb40b84b28841b5af2cd2ed7c076a043ad3740895ce7a07a72967d,
